Customer ID	Birth Date	Gender	Item Purchased	Category	Purchase Amount (USD)	Location	Size	Color	Season	Review Rating	Subscription Status	Payment Method	Shipping Type	Discount Applied	Promo Code Used	Previous Purchases	Preferred Payment Method	Frequency of Purchases
3151	1969/01/28	f	Blouse	Clothing	25	Georgia	M	Peach	Spring	2.6	No	Venmo	Express	No	No	7	Bank Transfer	Bi-Weekly
3152	1972/12/24	Female	T-shirt	Clothing	64	New Mexico	L	Orange	Fall	3.1	No	Cash	2-Day Shipping	No	No	47	Bank Transfer	Quarterly
3153	1975/02/20	Female	Belt	Accessories	90	North Carolina	M	Red	Fall	3.1	No	Venmo	Store Pickup	No	No	17	PayPal	Monthly
3154	1968/11/25	Female	Socks	Clothing	88	Alabama	L	Red	Fall	3.1	No	Bank Transfer	Next Day Air	No	No	46	Venmo	Fortnightly
3155	1997/02/09	Female	Belt	Accessories	55	Connecticut	M	Gold	Winter	4.4	No	Venmo	Standard	No	No	32	Cash	Quarterly
3156	2002/09/17	Female	Handbag	Accessories	90	Montana	M	Brown	Fall	4.3	No	PayPal	Free Shipping	No	No	34	Cash	Annually
3157	2006/02/01	Female	Shirt	Clothing	50	Montana	M	Black	Winter	3.1	No	Cash	2-Day Shipping	No	No	18	Cash	Monthly
3158	2003/08/12	f	Belt	Accessories	34	Maine	L	Red	Fall	3.1	No	Bank Transfer	Store Pickup	No	No	5	Debit Card	Fortnightly
3159	1994/04/27	Female	Jewelry	Accessories	77	Mississippi	M	Gray	Winter	4.9	No	PayPal	2-Day Shipping	No	No	44	Credit Card	Monthly
3160	1962/02/07	Female	Hat	Accessories	89	Louisiana	L	Pink	Winter	2.9	No	PayPal	Store Pickup	No	No	4	Bank Transfer	Quarterly
3161	1996/12/10	Female	Backpack	Accessories	87	Nebraska	XL	Turquoise	Fall	3.8	No	Debit Card	Next Day Air	No	No	37	Cash	Fortnightly
3162	1958/01/16	Female	Dress	Clothing	77	Massachusetts	S	Charcoal	Winter	4.2	No	Cash	2-Day Shipping	No	No	43	Cash	Monthly
3163	1958/10/05	Female	Shoes	Footwear	85	Wisconsin	L	Blue	Winter	3.9	No	Credit Card	Standard	No	No	28	Bank Transfer	Quarterly
3164	1975/01/09	Female	Pants	Clothing	66	Nebraska	XL	Turquoise	Summer	2.8	No	Bank Transfer	Express	No	No	36	Cash	Monthly
3165	1984/09/21	Female	Dress	Clothing	32	Arizona	L	Silver	Winter	2.6	No	Cash	Standard	No	No	16	Credit Card	Annually
3166	1975/04/30	Female	Jacket	Outerwear	92	Hawaii	M	Lavender	Spring	3.0	No	PayPal	Store Pickup	No	No	38	Bank Transfer	Every 3 Months
3167	2005/08/13	Female	Shirt	Clothing	80	Georgia	M	Gold	Winter	2.7	No	Debit Card	Next Day Air	No	No	37	Bank Transfer	Fortnightly
3168	2000/01/11	Female	Dress	Clothing	78	Oregon	M	Blue	Fall	2.8	No	Venmo	2-Day Shipping	No	No	9	Cash	Bi-Weekly
3169	1993/12/01	Female	Jeans	Clothing	24	Montana	M	Orange	Spring	2.9	No	Bank Transfer	2-Day Shipping	No	No	14	PayPal	Fortnightly
3170	1989/04/26	Female	T-shirt	Clothing	59	Georgia	M	White	Fall	3.8	No	Venmo	Free Shipping	No	No	3	Venmo	Weekly
3171	1959/04/07	Female	Sunglasses	Accessories	41	Rhode Island	XL	Charcoal	Spring	4.4	No	Debit Card	Express	No	No	10	Credit Card	Fortnightly
3172	1956/01/29	Female	Jewelry	Accessories	26	Tennessee	M	Maroon	Spring	3.1	No	Credit Card	Express	No	No	26	Bank Transfer	Bi-Weekly
3173	1967/01/15	Female	Socks	Clothing	52	Missouri	M	Olive	Fall	3.7	No	Venmo	Standard	No	No	30	Debit Card	Bi-Weekly
3174	1955/06/18	Female	Skirt	Clothing	46	Washington	L	Teal	Summer	4.9	No	Cash	Next Day Air	No	No	32	PayPal	Fortnightly
3175	1979/01/28	Female	Pants	Clothing	52	Oklahoma	L	Orange	Winter	3.8	No	PayPal	Store Pickup	No	No	35	PayPal	Monthly
3176	1989/05/09	Female	Socks	Clothing	42	Connecticut	M	Maroon	Fall	3.4	No	Debit Card	Store Pickup	No	No	26	Debit Card	Every 3 Months
3177	1988/04/18	Female	Sandals	Footwear	37	Arkansas	XL	Turquoise	Spring	4.6	No	Cash	2-Day Shipping	No	No	39	Credit Card	Monthly
3178	1969/09/06	Female	Belt	Accessories	52	Missouri	L	Beige	Fall	3.2	No	Credit Card	Standard	No	No	31	Credit Card	Monthly
3179	1958/06/08	Female	Sandals	Footwear	34	Washington	L	Beige	Spring	2.7	No	Cash	Free Shipping	No	No	28	Credit Card	Annually
3180	1967/11/17	Female	Shorts	Clothing	88	Idaho	M	Olive	Spring	4.3	No	Debit Card	Free Shipping	No	No	12	Debit Card	Bi-Weekly
3181	2006/01/29	Female	Handbag	Accessories	88	Montana	L	Turquoise	Fall	3.8	No	Cash	Standard	No	No	46	PayPal	Weekly
3182	1993/12/18	Female	Jacket	Outerwear	51	Montana	M	Charcoal	Summer	4.4	No	Cash	Free Shipping	No	No	27	PayPal	Every 3 Months
3183	1974/01/25	Female	Sunglasses	Accessories	97	Georgia	L	Green	Fall	3.6	No	PayPal	Free Shipping	No	No	4	Credit Card	Annually
3184	1974/11/20	Female	Sneakers	Footwear	56	Mississippi	M	Green	Winter	3.5	No	Debit Card	Standard	No	No	14	Cash	Every 3 Months
3185	1963/04/28	Female	Sweater	Clothing	53	Hawaii	L	Green	Spring	4.2	No	Credit Card	2-Day Shipping	No	No	30	Venmo	Quarterly
3186	1972/05/31	Female	Skirt	Clothing	71	Ohio	L	Gold	Fall	4.7	No	Credit Card	Express	No	No	6	PayPal	Annually
3187	1986/07/23	Female	Jewelry	Accessories	93	Virginia	S	Cyan	Winter	4.8	No	PayPal	Store Pickup	No	No	43	Venmo	Annually
3188	1957/05/29	Female	Blouse	Clothing	72	Texas	L	Indigo	Winter	3.2	No	Credit Card	Free Shipping	No	No	28	Debit Card	Weekly
3189	1982/02/08	Female	Blouse	Clothing	59	Vermont	M	Lavender	Winter	3.5	No	Venmo	Standard	No	No	39	Bank Transfer	Monthly
3190	1999/07/16	Female	Boots	Footwear	87	Kansas	M	Beige	Summer	4.2	No	PayPal	Store Pickup	No	No	30	PayPal	Bi-Weekly
3191	1983/06/24	Female	Jeans	Clothing	78	California	S	Purple	Fall	3.4	No	Bank Transfer	Free Shipping	No	No	5	Credit Card	Fortnightly
3192	1962/11/29	Female	Hoodie	Clothing	68	Mississippi	XL	Maroon	Winter	4.7	No	Bank Transfer	Store Pickup	No	No	42	Credit Card	Every 3 Months
3193	2005/03/11	Female	Sweater	Clothing	76	Iowa	S	Maroon	Fall	3.0	No	Credit Card	Free Shipping	No	No	20	Cash	Fortnightly
3194	1961/10/18	Female	Gloves	Accessories	99	Virginia	L	Teal	Winter	4.0	No	PayPal	Express	No	No	35	Credit Card	Fortnightly
3195	1981/07/18	Female	Sneakers	Footwear	52	Maryland	L	Gold	Summer	4.6	No	Debit Card	Standard	No	No	10	Credit Card	Bi-Weekly
3196	1956/05/27	f	Sunglasses	Accessories	58	Missouri	S	Red	Spring	4.9	No	Debit Card	Next Day Air	No	No	36	Credit Card	Quarterly
3197	2000/12/23	Female	Belt	Accessories	59	Wisconsin	L	Maroon	Winter	2.8	No	Debit Card	Express	No	No	21	Debit Card	Fortnightly
3198	1997/10/17	Female	Sweater	Clothing	71	Maine	M	Teal	Spring	3.2	No	Bank Transfer	Free Shipping	No	No	29	Credit Card	Every 3 Months
3199	1963/10/29	Female	Gloves	Accessories	94	Pennsylvania	L	Peach	Winter	2.8	No	Cash	Free Shipping	No	No	39	Debit Card	Weekly
3200	1965/03/18	Female	Handbag	Accessories	40	Maine	XL	Pink	Winter	4.2	No	PayPal	Express	No	No	16	PayPal	Monthly
3201	1957/12/22	Female	Socks	Clothing	24	Missouri	L	Black	Spring	4.8	No	PayPal	Free Shipping	No	No	32	Credit Card	Monthly
3202	1978/08/08	Female	Pants	Clothing	38	Vermont	S	Indigo	Fall	2.8	No	Credit Card	2-Day Shipping	No	No	34	Cash	Monthly
3203	1959/04/22	Female	Scarf	Accessories	37	Wisconsin	L	Green	Fall	4.5	No	Bank Transfer	Standard	No	No	38	Venmo	Annually
3204	1961/03/23	Female	Coat	Outerwear	29	New Jersey	L	Teal	Spring	4.1	No	Cash	Express	No	No	14	Venmo	Annually
3205	1967/05/13	Female	Jacket	Outerwear	92	New Mexico	XL	Lavender	Fall	4.3	No	Credit Card	Free Shipping	No	No	23	Debit Card	Bi-Weekly
3206	1984/10/03	Female	Hoodie	Clothing	24	Colorado	XL	Magenta	Fall	4.4	No	Debit Card	2-Day Shipping	No	No	50	Bank Transfer	Every 3 Months
3207	1988/03/05	Female	Boots	Footwear	52	California	M	Brown	Winter	3.0	No	Debit Card	Free Shipping	No	No	49	PayPal	Monthly
3208	1957/09/05	Female	Socks	Clothing	29	Arizona	XL	Beige	Summer	2.7	No	Debit Card	Next Day Air	No	No	14	PayPal	Annually
3209	1963/05/29	Female	Jewelry	Accessories	30	Indiana	L	Indigo	Winter	3.3	No	PayPal	2-Day Shipping	No	No	42	PayPal	Weekly
3210	1960/04/18	Female	Shoes	Footwear	31	Arkansas	L	Peach	Fall	4.3	No	Bank Transfer	Standard	No	No	39	Debit Card	Annually
3211	1994/03/12	Female	Socks	Clothing	67	Nevada	M	Magenta	Summer	2.9	No	Debit Card	Express	No	No	43	Venmo	Bi-Weekly
3212	1971/07/09	Female	Pants	Clothing	65	Rhode Island	L	Turquoise	Winter	4.9	No	Credit Card	Standard	No	No	12	Cash	Monthly
3213	1997/09/20	Female	Sneakers	Footwear	22	Wyoming	M	Indigo	Winter	3.6	No	Bank Transfer	2-Day Shipping	No	No	21	Debit Card	Weekly
3214	1997/03/06	Female	Sunglasses	Accessories	56	Texas	M	Brown	Winter	3.3	No	Venmo	Standard	No	No	33	Credit Card	Monthly
3215	1971/11/27	Female	Skirt	Clothing	78	Washington	M	Yellow	Spring	3.1	No	Bank Transfer	Free Shipping	No	No	6	Debit Card	Annually
3216	1990/09/15	Female	Coat	Outerwear	90	Rhode Island	M	Magenta	Summer	2.7	No	Bank Transfer	Free Shipping	No	No	10	PayPal	Every 3 Months
3217	1985/04/10	Female	Hoodie	Clothing	85	Illinois	S	Olive	Winter	3.4	No	Debit Card	Next Day Air	No	No	18	Cash	Weekly
3218	1980/04/25	Female	Sunglasses	Accessories	58	Oregon	M	Silver	Fall	3.4	No	PayPal	Express	No	No	46	Venmo	Weekly
3219	1987/06/15	Female	Skirt	Clothing	34	Florida	M	Teal	Fall	3.9	No	Venmo	Express	No	No	49	PayPal	Monthly
3220	1967/05/29	Female	Coat	Outerwear	40	Kansas	L	White	Summer	3.5	No	Bank Transfer	2-Day Shipping	No	No	39	Credit Card	Weekly
3221	1986/01/06	Female	Handbag	Accessories	29	North Dakota	M	Blue	Fall	4.1	No	PayPal	Free Shipping	No	No	16	Cash	Monthly
3222	2003/06/11	Female	T-shirt	Clothing	76	New Hampshire	M	Yellow	Winter	3.2	No	Credit Card	Standard	No	No	28	Cash	Annually
3223	1979/05/22	Female	Sunglasses	Accessories	84	Texas	S	Maroon	Fall	4.6	No	Debit Card	Store Pickup	No	No	22	PayPal	Quarterly
3224	1956/02/29	Female	Shirt	Clothing	65	Montana	S	Gray	Spring	3.9	No	PayPal	Standard	No	No	36	Venmo	Bi-Weekly
3225	1987/12/29	Female	Hoodie	Clothing	80	Delaware	L	Indigo	Winter	2.7	No	Cash	Free Shipping	No	No	18	PayPal	Monthly
3226	1971/03/23	Female	Blouse	Clothing	98	New Hampshire	M	Pink	Fall	3.0	No	Credit Card	Store Pickup	No	No	31	Credit Card	Weekly
3227	1967/08/27	Female	Sneakers	Footwear	71	Minnesota	XL	Beige	Spring	3.3	No	Debit Card	Next Day Air	No	No	38	Bank Transfer	Fortnightly
3228	1996/10/06	Female	Scarf	Accessories	69	Alaska	XL	White	Fall	2.7	No	Credit Card	Free Shipping	No	No	42	Debit Card	Quarterly
3229	1987/03/25	Female	Jewelry	Accessories	95	Connecticut	M	Yellow	Spring	4.6	No	Credit Card	2-Day Shipping	No	No	27	PayPal	Annually
3230	1970/10/21	Female	Pants	Clothing	67	Connecticut	M	Teal	Fall	2.7	No	Debit Card	Express	No	No	24	Cash	Monthly
3231	1975/11/04	Female	Sneakers	Footwear	49	Kansas	M	Olive	Summer	2.5	No	Venmo	Next Day Air	No	No	38	Debit Card	Annually
3232	1962/02/28	Female	Shoes	Footwear	97	Nevada	M	Maroon	Winter	4.4	No	PayPal	Free Shipping	No	No	9	Credit Card	Annually
3233	1979/12/16	Female	T-shirt	Clothing	34	Massachusetts	M	White	Spring	4.0	No	PayPal	Next Day Air	No	No	19	Bank Transfer	Monthly
3234	1979/03/21	Female	Belt	Accessories	74	Indiana	M	Lavender	Fall	3.8	No	Credit Card	Express	No	No	11	Debit Card	Bi-Weekly
3235	1975/12/21	Female	Jewelry	Accessories	96	Washington	M	Black	Winter	2.5	No	Bank Transfer	2-Day Shipping	No	No	16	Debit Card	Quarterly
3236	1997/11/19	f	Belt	Accessories	68	Kansas	M	Green	Summer	4.0	No	Venmo	Free Shipping	No	No	18	Venmo	Monthly
3237	1961/02/14	Female	Belt	Accessories	84	South Carolina	L	Olive	Fall	4.1	No	Venmo	Next Day Air	No	No	8	Cash	Monthly
3238	1963/09/18	Female	T-shirt	Clothing	57	Vermont	M	Gray	Summer	2.8	No	Bank Transfer	Express	No	No	4	Cash	Weekly
3239	1999/06/13	Female	Sneakers	Footwear	84	Wyoming	XL	Teal	Fall	3.4	No	PayPal	2-Day Shipping	No	No	37	Cash	Quarterly
3240	1991/06/06	Female	Sunglasses	Accessories	32	Colorado	M	Charcoal	Fall	2.7	No	Credit Card	2-Day Shipping	No	No	30	Cash	Monthly
3241	1968/08/18	Female	Sandals	Footwear	37	West Virginia	M	Violet	Fall	3.8	No	Credit Card	2-Day Shipping	No	No	37	Bank Transfer	Monthly
3242	1974/07/12	Female	Handbag	Accessories	58	Connecticut	M	Lavender	Summer	4.4	No	Credit Card	Store Pickup	No	No	30	PayPal	Quarterly
3243	1979/11/25	Female	Socks	Clothing	74	Oregon	S	Beige	Fall	2.8	No	Cash	Express	No	No	17	Venmo	Weekly
3244	1979/08/11	Female	Hoodie	Clothing	99	Idaho	L	Black	Summer	5.0	No	Venmo	Store Pickup	No	No	11	Bank Transfer	Every 3 Months
3245	1959/04/11	Female	Sweater	Clothing	81	Arkansas	M	Black	Fall	4.7	No	Bank Transfer	Express	No	No	42	Credit Card	Annually
3246	1961/03/05	Female	Pants	Clothing	76	Kansas	M	Purple	Fall	3.2	No	PayPal	Next Day Air	No	No	20	Cash	Weekly
3247	1954/06/22	Female	Sneakers	Footwear	98	Michigan	M	Magenta	Summer	2.9	No	Venmo	Store Pickup	No	No	37	Cash	Monthly
3248	1971/04/08	Female	Gloves	Accessories	91	Arkansas	M	Teal	Summer	3.7	No	Venmo	Express	No	No	12	PayPal	Fortnightly
3249	2002/04/05	Female	T-shirt	Clothing	79	Pennsylvania	S	Teal	Summer	4.2	No	Venmo	Free Shipping	No	No	41	Bank Transfer	Quarterly
3250	1998/01/24	Female	Backpack	Accessories	83	Virginia	M	Pink	Summer	3.4	No	Credit Card	Express	No	No	32	Credit Card	Quarterly
3251	2001/09/10	Female	Coat	Outerwear	90	Minnesota	M	Teal	Spring	2.9	No	Cash	2-Day Shipping	No	No	15	Venmo	Weekly
3252	1999/05/24	Female	Coat	Outerwear	20	Nevada	M	Gold	Winter	3.7	No	Debit Card	Standard	No	No	39	Venmo	Quarterly
3253	1955/11/10	Female	Sandals	Footwear	21	Montana	L	Brown	Spring	2.7	No	Bank Transfer	Store Pickup	No	No	48	Credit Card	Fortnightly
3254	1988/12/19	Female	Backpack	Accessories	60	Nebraska	M	Brown	Fall	3.2	No	Debit Card	2-Day Shipping	No	No	8	Venmo	Fortnightly
3255	2003/02/08	Female	Sweater	Clothing	31	Indiana	S	Magenta	Winter	4.9	No	Venmo	Store Pickup	No	No	11	Bank Transfer	Every 3 Months
3256	1967/03/06	Female	Shorts	Clothing	40	New Jersey	M	Black	Fall	2.8	No	Cash	Next Day Air	No	No	36	Bank Transfer	Monthly
3257	1964/02/09	Female	Sunglasses	Accessories	26	Wisconsin	L	Teal	Winter	4.7	No	Cash	Free Shipping	No	No	50	Venmo	Every 3 Months
3258	1980/07/24	Female	Shirt	Clothing	98	Minnesota	M	Brown	Fall	3.3	No	PayPal	Express	No	No	39	Venmo	Every 3 Months
3259	1993/08/27	Female	Shoes	Footwear	51	New Jersey	M	Magenta	Spring	4.3	No	Debit Card	Express	No	No	11	Credit Card	Bi-Weekly
3260	1967/01/20	Female	Hat	Accessories	95	Oklahoma	XL	Indigo	Fall	3.7	No	PayPal	2-Day Shipping	No	No	5	Debit Card	Every 3 Months
3261	1985/02/18	Female	Scarf	Accessories	36	Wisconsin	M	Violet	Summer	4.5	No	Bank Transfer	2-Day Shipping	No	No	7	Credit Card	Annually
3262	1976/12/27	Female	Belt	Accessories	52	Rhode Island	L	Cyan	Winter	3.4	No	Bank Transfer	Store Pickup	No	No	50	Debit Card	Weekly
3263	1982/06/18	Female	T-shirt	Clothing	35	Indiana	M	Violet	Spring	2.7	No	Cash	Standard	No	No	21	Cash	Every 3 Months
3264	1968/10/29	Female	Shorts	Clothing	68	Vermont	S	Black	Fall	4.4	No	PayPal	Express	No	No	31	Debit Card	Fortnightly
3265	1996/08/02	Female	Pants	Clothing	50	Maine	S	Charcoal	Winter	4.0	No	PayPal	Express	No	No	39	Cash	Bi-Weekly
3266	1984/10/02	Female	Sunglasses	Accessories	100	Alabama	M	White	Winter	3.2	No	Credit Card	Express	No	No	28	Credit Card	Fortnightly
3267	1975/12/02	Female	Coat	Outerwear	74	Alabama	S	Gray	Winter	4.2	No	Bank Transfer	Next Day Air	No	No	33	Bank Transfer	Weekly
3268	1987/03/02	Female	Hoodie	Clothing	45	Idaho	L	Pink	Winter	3.0	No	Debit Card	Store Pickup	No	No	42	Credit Card	Quarterly
3269	2002/10/31	Female	Dress	Clothing	97	Arkansas	M	Cyan	Fall	2.8	No	Cash	Free Shipping	No	No	5	Bank Transfer	Every 3 Months
3270	1997/06/09	Female	Blouse	Clothing	60	Ohio	M	Blue	Winter	4.9	No	Venmo	Express	No	No	25	Cash	Monthly
3271	1965/12/27	Female	Socks	Clothing	25	Illinois	M	Indigo	Winter	4.7	No	Cash	Express	No	No	48	PayPal	Annually
3272	1989/03/07	Female	Socks	Clothing	55	Nevada	XL	Magenta	Spring	4.4	No	Debit Card	Standard	No	No	30	Credit Card	Weekly
3273	1966/11/03	Female	Shoes	Footwear	99	Texas	M	Lavender	Winter	3.1	No	Bank Transfer	Next Day Air	No	No	34	PayPal	Quarterly
3274	1966/09/17	Female	Belt	Accessories	45	Nevada	S	Orange	Summer	2.6	No	Credit Card	Free Shipping	No	No	34	PayPal	Every 3 Months
3275	1978/02/28	Female	Sweater	Clothing	20	Oklahoma	M	Cyan	Spring	3.9	No	Credit Card	Store Pickup	No	No	14	Cash	Fortnightly
3276	1981/03/14	Female	Pants	Clothing	88	Alabama	XL	Green	Summer	2.6	No	Venmo	2-Day Shipping	No	No	2	Debit Card	Weekly
3277	1985/12/12	Female	Scarf	Accessories	99	South Dakota	M	White	Summer	4.0	No	Credit Card	Store Pickup	No	No	41	PayPal	Every 3 Months
3278	1965/02/11	Female	Skirt	Clothing	86	Texas	M	Blue	Spring	4.9	No	Cash	Store Pickup	No	No	3	Credit Card	Monthly
3279	1965/03/11	Female	Dress	Clothing	70	Montana	M	Black	Summer	3.3	No	Debit Card	2-Day Shipping	No	No	18	Bank Transfer	Weekly
3280	1965/12/25	Female	Hat	Accessories	50	Wyoming	S	Red	Fall	3.0	No	Credit Card	Express	No	No	1	Debit Card	Fortnightly
3281	1979/04/03	Female	Handbag	Accessories	57	New York	L	Red	Winter	2.7	No	Credit Card	Next Day Air	No	No	5	PayPal	Monthly
3282	1997/05/02	Female	Pants	Clothing	69	Oregon	L	Gold	Winter	3.1	No	Debit Card	Free Shipping	No	No	41	Bank Transfer	Annually
3283	2000/08/24	Female	T-shirt	Clothing	94	California	M	Red	Fall	4.8	No	Bank Transfer	Next Day Air	No	No	5	Credit Card	Monthly
3284	1977/09/29	Female	Jacket	Outerwear	24	North Carolina	L	Purple	Spring	2.9	No	Credit Card	Express	No	No	10	Debit Card	Every 3 Months
3285	1954/11/21	Female	Scarf	Accessories	79	Kentucky	L	White	Spring	4.5	No	Debit Card	2-Day Shipping	No	No	20	Venmo	Annually
3286	1966/06/11	Female	Hat	Accessories	31	Hawaii	XL	Magenta	Fall	4.6	No	PayPal	Free Shipping	No	No	11	Cash	Weekly
3287	1979/08/02	Female	Jacket	Outerwear	67	Illinois	L	Pink	Winter	5.0	No	Venmo	Express	No	No	4	Venmo	Fortnightly
3288	2000/07/24	Female	Skirt	Clothing	63	West Virginia	L	Black	Spring	4.3	No	PayPal	2-Day Shipping	No	No	38	Credit Card	Weekly
3289	1957/05/22	Female	Handbag	Accessories	61	South Carolina	XL	White	Spring	4.9	No	Debit Card	Next Day Air	No	No	19	Credit Card	Bi-Weekly
3290	1993/05/07	Female	Backpack	Accessories	50	Montana	M	Maroon	Summer	4.0	No	Venmo	2-Day Shipping	No	No	16	Venmo	Every 3 Months
3291	1972/06/10	Female	Coat	Outerwear	82	North Dakota	L	Black	Spring	3.1	No	Bank Transfer	Free Shipping	No	No	2	PayPal	Monthly
3292	1995/06/04	Female	Belt	Accessories	51	New Mexico	L	Olive	Fall	2.6	No	Bank Transfer	2-Day Shipping	No	No	11	Cash	Monthly
3293	1962/05/15	Female	Handbag	Accessories	23	Missouri	L	Gray	Spring	4.9	No	Debit Card	Standard	No	No	18	Bank Transfer	Fortnightly
3294	2005/04/02	Female	Coat	Outerwear	91	West Virginia	M	Gold	Spring	3.5	No	Bank Transfer	2-Day Shipping	No	No	47	Credit Card	Fortnightly
3295	1962/03/13	Female	Sweater	Clothing	60	South Carolina	S	Magenta	Spring	4.5	No	PayPal	Store Pickup	No	No	15	Bank Transfer	Bi-Weekly
3296	1954/12/27	Female	Blouse	Clothing	34	West Virginia	S	Lavender	Summer	2.8	No	PayPal	Next Day Air	No	No	15	Cash	Weekly
3297	2004/04/24	Female	Blouse	Clothing	23	Alaska	M	Green	Spring	4.2	No	PayPal	Next Day Air	No	No	47	Venmo	Quarterly
3298	1957/07/23	Female	Belt	Accessories	82	West Virginia	M	Violet	Fall	4.1	No	Credit Card	Free Shipping	No	No	47	PayPal	Monthly
3299	1959/03/10	Female	Jacket	Outerwear	73	New Mexico	M	Brown	Fall	3.5	No	PayPal	Express	No	No	6	Bank Transfer	Every 3 Months
3300	1979/09/29	Female	Shorts	Clothing	32	South Dakota	L	Teal	Spring	4.0	No	Bank Transfer	2-Day Shipping	No	No	18	Venmo	Monthly
3301	1998/10/29	Female	Hat	Accessories	80	Oklahoma	M	Charcoal	Spring	4.0	No	Debit Card	Express	No	No	40	Bank Transfer	Bi-Weekly
3302	1988/09/28	Female	Pants	Clothing	58	Oklahoma	XL	Charcoal	Summer	2.5	No	PayPal	Free Shipping	No	No	31	Credit Card	Fortnightly
3303	1988/12/14	Female	Blouse	Clothing	82	Alabama	XL	Beige	Winter	4.2	No	Venmo	Standard	No	No	31	Venmo	Bi-Weekly
3304	2004/05/26	Female	Belt	Accessories	60	Mississippi	S	Turquoise	Summer	3.4	No	PayPal	Next Day Air	No	No	4	Credit Card	Fortnightly
3305	1994/01/25	Female	Handbag	Accessories	79	Mississippi	XL	Orange	Fall	4.8	No	Debit Card	Next Day Air	No	No	36	Bank Transfer	Every 3 Months
3306	1990/09/08	Female	Hoodie	Clothing	41	Nebraska	L	Cyan	Summer	4.9	No	Bank Transfer	Standard	No	No	31	PayPal	Bi-Weekly
3307	1961/04/13	Female	Jacket	Outerwear	39	Colorado	L	Orange	Summer	3.6	No	Cash	Store Pickup	No	No	6	Venmo	Fortnightly
3308	2006/01/13	Female	Scarf	Accessories	36	Pennsylvania	S	Green	Winter	4.0	No	Credit Card	Store Pickup	No	No	1	Cash	Monthly
3309	1969/05/06	Female	Jeans	Clothing	70	Utah	M	Pink	Fall	2.6	No	Venmo	Express	No	No	29	Cash	Monthly
3310	1976/08/06	Female	Handbag	Accessories	47	Massachusetts	M	Blue	Summer	3.1	No	Credit Card	Store Pickup	No	No	19	PayPal	Monthly
3311	1979/09/26	Female	Jacket	Outerwear	27	Iowa	M	Pink	Winter	3.6	No	Debit Card	Free Shipping	No	No	12	PayPal	Fortnightly
3312	1995/07/23	Female	Hat	Accessories	52	Florida	L	Blue	Summer	4.0	No	PayPal	Express	No	No	18	Bank Transfer	Annually
3313	1969/04/22	Female	Sneakers	Footwear	75	Louisiana	L	Black	Summer	3.9	No	Venmo	Next Day Air	No	No	45	Cash	Quarterly
3314	1969/12/18	Female	Hat	Accessories	30	Kansas	XL	Black	Fall	3.9	No	Cash	Express	No	No	45	Credit Card	Monthly
3315	1969/11/03	Female	Socks	Clothing	94	Kansas	M	Violet	Spring	3.3	No	PayPal	Standard	No	No	8	Credit Card	Quarterly
3316	1976/10/18	Female	Scarf	Accessories	68	Kentucky	S	Gold	Summer	2.9	No	Credit Card	Standard	No	No	4	PayPal	Every 3 Months
3317	1982/10/03	Female	Socks	Clothing	45	New Mexico	M	Olive	Summer	3.1	No	Cash	Free Shipping	No	No	5	Debit Card	Fortnightly
3318	2003/07/03	Female	Hat	Accessories	67	North Carolina	XL	Pink	Summer	4.7	No	Debit Card	Standard	No	No	30	Cash	Quarterly
3319	1979/10/10	Female	Jacket	Outerwear	46	North Dakota	M	Olive	Summer	3.9	No	Venmo	Free Shipping	No	No	15	PayPal	Monthly
3320	2001/12/28	Female	Shorts	Clothing	31	North Dakota	M	Indigo	Summer	4.3	No	Cash	Next Day Air	No	No	17	Credit Card	Every 3 Months
3321	1958/04/12	Female	Blouse	Clothing	44	Illinois	XL	Silver	Fall	4.2	No	Cash	2-Day Shipping	No	No	45	Cash	Every 3 Months
3322	1992/09/15	Female	Coat	Outerwear	100	Maine	S	Charcoal	Winter	4.3	No	Bank Transfer	Next Day Air	No	No	3	Venmo	Annually
3323	1972/11/18	Female	Sweater	Clothing	92	Indiana	XL	Orange	Winter	4.6	No	Credit Card	Next Day Air	No	No	43	PayPal	Weekly
3324	1970/04/03	Female	Handbag	Accessories	78	North Dakota	M	Yellow	Winter	3.8	No	Venmo	Free Shipping	No	No	4	Credit Card	Monthly
3325	1987/05/16	Female	T-shirt	Clothing	32	Missouri	S	Red	Fall	3.3	No	Venmo	Standard	No	No	41	Venmo	Weekly
3326	1995/09/06	Female	Sandals	Footwear	97	Alaska	M	Maroon	Fall	3.7	No	Debit Card	2-Day Shipping	No	No	16	Venmo	Monthly
3327	1977/05/10	Female	Gloves	Accessories	95	North Dakota	M	Magenta	Summer	4.3	No	Cash	Standard	No	No	10	Debit Card	Annually
3328	1977/09/21	Female	Shorts	Clothing	64	Connecticut	M	Black	Spring	4.1	No	Bank Transfer	Express	No	No	2	Debit Card	Quarterly
3329	1982/08/04	Female	Sandals	Footwear	35	Wisconsin	M	Violet	Spring	3.2	No	Venmo	Free Shipping	No	No	11	Cash	Bi-Weekly
3330	1990/06/16	Female	Backpack	Accessories	54	New Jersey	M	Gray	Winter	3.8	No	Debit Card	Express	No	No	1	Debit Card	Bi-Weekly
3331	1986/10/29	Female	Sneakers	Footwear	96	Missouri	M	Black	Spring	3.2	No	PayPal	2-Day Shipping	No	No	41	Bank Transfer	Quarterly
3332	1969/11/25	Female	Sunglasses	Accessories	58	California	M	Pink	Summer	3.5	No	Debit Card	Free Shipping	No	No	39	PayPal	Quarterly
